,technique_id,x_mitre_is_subtechnique,technique,tactic,platform,data_source,data_component
439,T1574.009,True,Path Interception by Unquoted Path,"['persistence', 'privilege-escalation', 'defense-evasion']",['Windows'],Process,Process Creation
440,T1574.011,True,Services Registry Permissions Weakness,"['persistence', 'privilege-escalation', 'defense-evasion']",['Windows'],Windows Registry,Windows Registry Key Modification
441,T1574.011,True,Services Registry Permissions Weakness,"['persistence', 'privilege-escalation', 'defense-evasion']",['Windows'],Process,Process Creation
442,T1574.011,True,Services Registry Permissions Weakness,"['persistence', 'privilege-escalation', 'defense-evasion']",['Windows'],Service,Service Metadata
443,T1574.011,True,Services Registry Permissions Weakness,"['persistence', 'privilege-escalation', 'defense-evasion']",['Windows'],Command,Command Execution
444,T1574.005,True,Executable Installer File Permissions Weakness,"['persistence', 'privilege-escalation', 'defense-evasion']",['Windows'],File,File Creation
445,T1574.005,True,Executable Installer File Permissions Weakness,"['persistence', 'privilege-escalation', 'defense-evasion']",['Windows'],File,File Modification
446,T1574.005,True,Executable Installer File Permissions Weakness,"['persistence', 'privilege-escalation', 'defense-evasion']",['Windows'],Module,Module Load
447,T1574.005,True,Executable Installer File Permissions Weakness,"['persistence', 'privilege-escalation', 'defense-evasion']",['Windows'],Process,Process Creation
448,T1574.005,True,Executable Installer File Permissions Weakness,"['persistence', 'privilege-escalation', 'defense-evasion']",['Windows'],Service,Service Metadata
449,T1574.010,True,Services File Permissions Weakness,"['persistence', 'privilege-escalation', 'defense-evasion']",['Windows'],File,File Creation
450,T1574.010,True,Services File Permissions Weakness,"['persistence', 'privilege-escalation', 'defense-evasion']",['Windows'],File,File Modification
451,T1574.010,True,Services File Permissions Weakness,"['persistence', 'privilege-escalation', 'defense-evasion']",['Windows'],Process,Process Creation
452,T1574.010,True,Services File Permissions Weakness,"['persistence', 'privilege-escalation', 'defense-evasion']",['Windows'],Service,Service Metadata
453,T1574,False,Hijack Execution Flow,"['persistence', 'privilege-escalation', 'defense-evasion']","['Linux', 'macOS', 'Windows']",Windows Registry,Windows Registry Key Modification
454,T1574,False,Hijack Execution Flow,"['persistence', 'privilege-escalation', 'defense-evasion']","['Linux', 'macOS', 'Windows']",Process,Process Creation
455,T1574,False,Hijack Execution Flow,"['persistence', 'privilege-escalation', 'defense-evasion']","['Linux', 'macOS', 'Windows']",Module,Module Load
456,T1574,False,Hijack Execution Flow,"['persistence', 'privilege-escalation', 'defense-evasion']","['Linux', 'macOS', 'Windows']",Command,Command Execution
457,T1574,False,Hijack Execution Flow,"['persistence', 'privilege-escalation', 'defense-evasion']","['Linux', 'macOS', 'Windows']",Service,Service Metadata
458,T1574,False,Hijack Execution Flow,"['persistence', 'privilege-escalation', 'defense-evasion']","['Linux', 'macOS', 'Windows']",File,File Creation
459,T1574,False,Hijack Execution Flow,"['persistence', 'privilege-escalation', 'defense-evasion']","['Linux', 'macOS', 'Windows']",File,File Modification
460,T1069.001,True,Local Groups,['discovery'],"['Linux', 'macOS', 'Windows']",Process,Process Creation
461,T1069.001,True,Local Groups,['discovery'],"['Linux', 'macOS', 'Windows']",Command,Command Execution
462,T1570,False,Lateral Tool Transfer,['lateral-movement'],"['Linux', 'macOS', 'Windows']",Network Share,Network Share Access
463,T1570,False,Lateral Tool Transfer,['lateral-movement'],"['Linux', 'macOS', 'Windows']",Named Pipe,Named Pipe Metadata
464,T1570,False,Lateral Tool Transfer,['lateral-movement'],"['Linux', 'macOS', 'Windows']",Network Traffic,Network Traffic Flow
465,T1570,False,Lateral Tool Transfer,['lateral-movement'],"['Linux', 'macOS', 'Windows']",Network Traffic,Network Traffic Content
466,T1570,False,Lateral Tool Transfer,['lateral-movement'],"['Linux', 'macOS', 'Windows']",Command,Command Execution
467,T1570,False,Lateral Tool Transfer,['lateral-movement'],"['Linux', 'macOS', 'Windows']",Process,Process Creation
468,T1570,False,Lateral Tool Transfer,['lateral-movement'],"['Linux', 'macOS', 'Windows']",File,File Creation
469,T1570,False,Lateral Tool Transfer,['lateral-movement'],"['Linux', 'macOS', 'Windows']",File,File Metadata
470,T1568.003,True,DNS Calculation,['command-and-control'],"['Linux', 'macOS', 'Windows']",Network Traffic,Network Traffic Content
471,T1204.002,True,Malicious File,['execution'],"['Linux', 'macOS', 'Windows']",Process,Process Creation
472,T1204.002,True,Malicious File,['execution'],"['Linux', 'macOS', 'Windows']",File,File Creation
473,T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",Network Traffic,Network Connection Creation
474,T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",Network Traffic,Network Traffic Content
475,T1204.001,True,Malicious Link,['execution'],"['Linux', 'macOS', 'Windows']",File,File Creation
476,T1195.003,True,Compromise Hardware Supply Chain,['initial-access'],"['Linux', 'macOS', 'Windows']",,
477,T1195.002,True,Compromise Software Supply Chain,['initial-access'],"['Linux', 'macOS', 'Windows']",,
478,T1195.001,True,Compromise Software Dependencies and Development Tools,['initial-access'],"['Linux', 'macOS', 'Windows']",,
479,T1568.001,True,Fast Flux DNS,['command-and-control'],"['Linux', 'macOS', 'Windows']",Network Traffic,Network Traffic Flow
480,T1568.001,True,Fast Flux DNS,['command-and-control'],"['Linux', 'macOS', 'Windows']",Network Traffic,Network Connection Creation
481,T1052.001,True,Exfiltration over USB,['exfiltration'],"['Linux', 'macOS', 'Windows']",Process,Process Creation
482,T1052.001,True,Exfiltration over USB,['exfiltration'],"['Linux', 'macOS', 'Windows']",File,File Access
483,T1052.001,True,Exfiltration over USB,['exfiltration'],"['Linux', 'macOS', 'Windows']",Drive,Drive Creation
484,T1052.001,True,Exfiltration over USB,['exfiltration'],"['Linux', 'macOS', 'Windows']",Command,Command Execution
485,T1569.002,True,Service Execution,['execution'],['Windows'],Command,Command Execution
486,T1569.002,True,Service Execution,['execution'],['Windows'],Process,Process Creation
487,T1569.002,True,Service Execution,['execution'],['Windows'],Service,Service Creation
488,T1569.002,True,Service Execution,['execution'],['Windows'],Windows Registry,Windows Registry Key Modification
489,T1569.001,True,Launchctl,['execution'],['macOS'],Command,Command Execution
490,T1569.001,True,Launchctl,['execution'],['macOS'],Process,Process Creation
491,T1569.001,True,Launchctl,['execution'],['macOS'],Service,Service Creation
492,T1569.001,True,Launchctl,['execution'],['macOS'],File,File Modification
493,T1569,False,System Services,['execution'],"['Windows', 'macOS']",Command,Command Execution
494,T1569,False,System Services,['execution'],"['Windows', 'macOS']",Process,Process Creation
495,T1569,False,System Services,['execution'],"['Windows', 'macOS']",Service,Service Creation
496,T1569,False,System Services,['execution'],"['Windows', 'macOS']",File,File Modification
497,T1569,False,System Services,['execution'],"['Windows', 'macOS']",Windows Registry,Windows Registry Key Modification
498,T1568.002,True,Domain Generation Algorithms,['command-and-control'],"['Linux', 'macOS', 'Windows']",Network Traffic,Network Traffic Flow
499,T1568.002,True,Domain Generation Algorithms,['command-and-control'],"['Linux', 'macOS', 'Windows']",Network Traffic,Network Connection Creation
500,T1568,False,Dynamic Resolution,['command-and-control'],"['Linux', 'macOS', 'Windows']",Network Traffic,Network Traffic Flow
501,T1568,False,Dynamic Resolution,['command-and-control'],"['Linux', 'macOS', 'Windows']",Network Traffic,Network Connection Creation
502,T1568,False,Dynamic Resolution,['command-and-control'],"['Linux', 'macOS', 'Windows']",Network Traffic,Network Traffic Content
503,T1011.001,True,Exfiltration Over Bluetooth,['exfiltration'],"['Linux', 'macOS', 'Windows']",Network Traffic,Network Connection Creation
504,T1011.001,True,Exfiltration Over Bluetooth,['exfiltration'],"['Linux', 'macOS', 'Windows']",Network Traffic,Network Traffic Flow
505,T1011.001,True,Exfiltration Over Bluetooth,['exfiltration'],"['Linux', 'macOS', 'Windows']",Network Traffic,Network Traffic Content
506,T1011.001,True,Exfiltration Over Bluetooth,['exfiltration'],"['Linux', 'macOS', 'Windows']",File,File Access
507,T1011.001,True,Exfiltration Over Bluetooth,['exfiltration'],"['Linux', 'macOS', 'Windows']",Command,Command Execution
508,T1567.002,True,Exfiltration to Cloud Storage,['exfiltration'],"['Linux', 'macOS', 'Windows']",Network Traffic,Network Traffic Flow
509,T1567.002,True,Exfiltration to Cloud Storage,['exfiltration'],"['Linux', 'macOS', 'Windows']",Network Traffic,Network Traffic Content
510,T1567.002,True,Exfiltration to Cloud Storage,['exfiltration'],"['Linux', 'macOS', 'Windows']",File,File Access
511,T1567.002,True,Exfiltration to Cloud Storage,['exfiltration'],"['Linux', 'macOS', 'Windows']",Command,Command Execution
512,T1567.001,True,Exfiltration to Code Repository,['exfiltration'],"['Linux', 'macOS', 'Windows']",Network Traffic,Network Traffic Flow
513,T1567.001,True,Exfiltration to Code Repository,['exfiltration'],"['Linux', 'macOS', 'Windows']",Network Traffic,Network Traffic Content
514,T1567.001,True,Exfiltration to Code Repository,['exfiltration'],"['Linux', 'macOS', 'Windows']",File,File Access
515,T1567.001,True,Exfiltration to Code Repository,['exfiltration'],"['Linux', 'macOS', 'Windows']",Command,Command Execution
516,T1059.006,True,Python,['execution'],"['Linux', 'Windows', 'macOS']",Command,Command Execution
517,T1059.006,True,Python,['execution'],"['Linux', 'Windows', 'macOS']",Process,Process Creation
518,T1059.005,True,Visual Basic,['execution'],"['Windows', 'macOS', 'Linux']",Command,Command Execution
519,T1059.005,True,Visual Basic,['execution'],"['Windows', 'macOS', 'Linux']",Process,Process Creation
520,T1059.005,True,Visual Basic,['execution'],"['Windows', 'macOS', 'Linux']",Module,Module Load
521,T1059.005,True,Visual Basic,['execution'],"['Windows', 'macOS', 'Linux']",Script,Script Execution
522,T1059.004,True,Unix Shell,['execution'],"['macOS', 'Linux']",Command,Command Execution
523,T1059.004,True,Unix Shell,['execution'],"['macOS', 'Linux']",Process,Process Creation
524,T1059.003,True,Windows Command Shell,['execution'],['Windows'],Command,Command Execution
525,T1059.003,True,Windows Command Shell,['execution'],['Windows'],Process,Process Creation
526,T1059.002,True,AppleScript,['execution'],['macOS'],Command,Command Execution
527,T1059.002,True,AppleScript,['execution'],['macOS'],Process,Process Creation
528,T1059.002,True,AppleScript,['execution'],['macOS'],Process,OS API Execution
529,T1059.001,True,PowerShell,['execution'],['Windows'],Command,Command Execution
530,T1059.001,True,PowerShell,['execution'],['Windows'],Module,Module Load
531,T1059.001,True,PowerShell,['execution'],['Windows'],Process,Process Creation
532,T1059.001,True,PowerShell,['execution'],['Windows'],Script,Script Execution
533,T1567,False,Exfiltration Over Web Service,['exfiltration'],"['Linux', 'macOS', 'Windows']",Network Traffic,Network Traffic Flow
534,T1567,False,Exfiltration Over Web Service,['exfiltration'],"['Linux', 'macOS', 'Windows']",Network Traffic,Network Traffic Content
535,T1567,False,Exfiltration Over Web Service,['exfiltration'],"['Linux', 'macOS', 'Windows']",File,File Access
536,T1567,False,Exfiltration Over Web Service,['exfiltration'],"['Linux', 'macOS', 'Windows']",Command,Command Execution
537,T1497.003,True,Time Based Evasion,"['defense-evasion', 'discovery']","['Linux', 'macOS', 'Windows']",Process,Process Creation
538,T1497.003,True,Time Based Evasion,"['defense-evasion', 'discovery']","['Linux', 'macOS', 'Windows']",Command,Command Execution
539,T1497.003,True,Time Based Evasion,"['defense-evasion', 'discovery']","['Linux', 'macOS', 'Windows']",Process,OS API Execution
540,T1497.002,True,User Activity Based Checks,"['defense-evasion', 'discovery']","['Linux', 'macOS', 'Windows']",Process,Process Creation
541,T1497.002,True,User Activity Based Checks,"['defense-evasion', 'discovery']","['Linux', 'macOS', 'Windows']",Command,Command Execution
542,T1497.002,True,User Activity Based Checks,"['defense-evasion', 'discovery']","['Linux', 'macOS', 'Windows']",Process,OS API Execution
543,T1497.001,True,System Checks,"['defense-evasion', 'discovery']","['Linux', 'macOS', 'Windows']",Process,Process Creation
544,T1497.001,True,System Checks,"['defense-evasion', 'discovery']","['Linux', 'macOS', 'Windows']",Command,Command Execution
545,T1497.001,True,System Checks,"['defense-evasion', 'discovery']","['Linux', 'macOS', 'Windows']",Process,OS API Execution
546,T1498.002,True,Reflection Amplification,['impact'],"['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace']",Sensor Health,Host Status
547,T1498.002,True,Reflection Amplification,['impact'],"['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace']",Network Traffic,Network Traffic Flow
548,T1498.001,True,Direct Network Flood,['impact'],"['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace']",Sensor Health,Host Status
549,T1498.001,True,Direct Network Flood,['impact'],"['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace']",Network Traffic,Network Traffic Flow
550,T1566.003,True,Spearphishing via Service,['initial-access'],"['Linux', 'macOS', 'Windows']",Application Log,Application Log Content
551,T1566.003,True,Spearphishing via Service,['initial-access'],"['Linux', 'macOS', 'Windows']",Network Traffic,Network Traffic Content
552,T1566.003,True,Spearphishing via Service,['initial-access'],"['Linux', 'macOS', 'Windows']",Network Traffic,Network Traffic Flow
553,T1566.002,True,Spearphishing Link,['initial-access'],"['Linux', 'macOS', 'Windows', 'Office 365', 'SaaS', 'Google Workspace']",Application Log,Application Log Content
554,T1566.002,True,Spearphishing Link,['initial-access'],"['Linux', 'macOS', 'Windows', 'Office 365', 'SaaS', 'Google Workspace']",Network Traffic,Network Traffic Content
555,T1566.002,True,Spearphishing Link,['initial-access'],"['Linux', 'macOS', 'Windows', 'Office 365', 'SaaS', 'Google Workspace']",Network Traffic,Network Traffic Flow
556,T1566.001,True,Spearphishing Attachment,['initial-access'],"['macOS', 'Windows', 'Linux']",File,File Creation
557,T1566.001,True,Spearphishing Attachment,['initial-access'],"['macOS', 'Windows', 'Linux']",Application Log,Application Log Content
558,T1566.001,True,Spearphishing Attachment,['initial-access'],"['macOS', 'Windows', 'Linux']",Network Traffic,Network Traffic Content
559,T1566.001,True,Spearphishing Attachment,['initial-access'],"['macOS', 'Windows', 'Linux']",Network Traffic,Network Traffic Flow
560,T1566,False,Phishing,['initial-access'],"['Linux', 'macOS', 'Windows', 'SaaS', 'Office 365', 'Google Workspace']",File,File Creation
561,T1566,False,Phishing,['initial-access'],"['Linux', 'macOS', 'Windows', 'SaaS', 'Office 365', 'Google Workspace']",Application Log,Application Log Content
562,T1566,False,Phishing,['initial-access'],"['Linux', 'macOS', 'Windows', 'SaaS', 'Office 365', 'Google Workspace']",Network Traffic,Network Traffic Flow
563,T1566,False,Phishing,['initial-access'],"['Linux', 'macOS', 'Windows', 'SaaS', 'Office 365', 'Google Workspace']",Network Traffic,Network Traffic Content
564,T1565.003,True,Runtime Data Manipulation,['impact'],"['Linux', 'macOS', 'Windows']",Process,OS API Execution
565,T1565.003,True,Runtime Data Manipulation,['impact'],"['Linux', 'macOS', 'Windows']",File,File Creation
566,T1565.003,True,Runtime Data Manipulation,['impact'],"['Linux', 'macOS', 'Windows']",File,File Deletion
567,T1565.003,True,Runtime Data Manipulation,['impact'],"['Linux', 'macOS', 'Windows']",File,File Modification
568,T1565.003,True,Runtime Data Manipulation,['impact'],"['Linux', 'macOS', 'Windows']",File,File Metadata
569,T1565.002,True,Transmitted Data Manipulation,['impact'],"['Linux', 'macOS', 'Windows']",Process,OS API Execution
570,T1565.002,True,Transmitted Data Manipulation,['impact'],"['Linux', 'macOS', 'Windows']",Network Traffic,Network Traffic Content
571,T1565.002,True,Transmitted Data Manipulation,['impact'],"['Linux', 'macOS', 'Windows']",Network Traffic,Network Traffic Flow
572,T1565.001,True,Stored Data Manipulation,['impact'],"['Linux', 'macOS', 'Windows']",File,File Creation
573,T1565.001,True,Stored Data Manipulation,['impact'],"['Linux', 'macOS', 'Windows']",File,File Deletion
574,T1565.001,True,Stored Data Manipulation,['impact'],"['Linux', 'macOS', 'Windows']",File,File Modification
575,T1565,False,Data Manipulation,['impact'],"['Linux', 'macOS', 'Windows']",File,File Metadata
576,T1565,False,Data Manipulation,['impact'],"['Linux', 'macOS', 'Windows']",Process,OS API Execution
577,T1565,False,Data Manipulation,['impact'],"['Linux', 'macOS', 'Windows']",File,File Creation
578,T1565,False,Data Manipulation,['impact'],"['Linux', 'macOS', 'Windows']",File,File Deletion
579,T1565,False,Data Manipulation,['impact'],"['Linux', 'macOS', 'Windows']",File,File Modification
580,T1565,False,Data Manipulation,['impact'],"['Linux', 'macOS', 'Windows']",Network Traffic,Network Traffic Content
581,T1565,False,Data Manipulation,['impact'],"['Linux', 'macOS', 'Windows']",Network Traffic,Network Traffic Flow
582,T1564.001,True,Hidden Files and Directories,['defense-evasion'],"['Windows', 'macOS', 'Linux']",File,File Creation
583,T1564.001,True,Hidden Files and Directories,['defense-evasion'],"['Windows', 'macOS', 'Linux']",Process,Process Creation
584,T1564.001,True,Hidden Files and Directories,['defense-evasion'],"['Windows', 'macOS', 'Linux']",Command,Command Execution
585,T1564.001,True,Hidden Files and Directories,['defense-evasion'],"['Windows', 'macOS', 'Linux']",File,File Metadata
586,T1564,False,Hide Artifacts,['defense-evasion'],"['Linux', 'macOS', 'Windows', 'Office 365']",Process,Process Creation
587,T1564,False,Hide Artifacts,['defense-evasion'],"['Linux', 'macOS', 'Windows', 'Office 365']",File,File Creation
588,T1564,False,Hide Artifacts,['defense-evasion'],"['Linux', 'macOS', 'Windows', 'Office 365']",Application Log,Application Log Content
589,T1564,False,Hide Artifacts,['defense-evasion'],"['Linux', 'macOS', 'Windows', 'Office 365']",Command,Command Execution
590,T1564,False,Hide Artifacts,['defense-evasion'],"['Linux', 'macOS', 'Windows', 'Office 365']",File,File Metadata
591,T1564,False,Hide Artifacts,['defense-evasion'],"['Linux', 'macOS', 'Windows', 'Office 365']",User Account,User Account Creation
592,T1564,False,Hide Artifacts,['defense-evasion'],"['Linux', 'macOS', 'Windows', 'Office 365']",User Account,User Account Metadata
593,T1564,False,Hide Artifacts,['defense-evasion'],"['Linux', 'macOS', 'Windows', 'Office 365']",File,File Modification
594,T1564,False,Hide Artifacts,['defense-evasion'],"['Linux', 'macOS', 'Windows', 'Office 365']",Script,Script Execution
595,T1564,False,Hide Artifacts,['defense-evasion'],"['Linux', 'macOS', 'Windows', 'Office 365']",Process,OS API Execution
596,T1564,False,Hide Artifacts,['defense-evasion'],"['Linux', 'macOS', 'Windows', 'Office 365']",Windows Registry,Windows Registry Key Modification
597,T1564,False,Hide Artifacts,['defense-evasion'],"['Linux', 'macOS', 'Windows', 'Office 365']",Firmware,Firmware Modification
598,T1564,False,Hide Artifacts,['defense-evasion'],"['Linux', 'macOS', 'Windows', 'Office 365']",Service,Service Creation
599,T1563.002,True,RDP Hijacking,['lateral-movement'],['Windows'],Network Traffic,Network Traffic Flow
600,T1563.002,True,RDP Hijacking,['lateral-movement'],['Windows'],Network Traffic,Network Traffic Content
601,T1563.002,True,RDP Hijacking,['lateral-movement'],['Windows'],Logon Session,Logon Session Creation
602,T1563.002,True,RDP Hijacking,['lateral-movement'],['Windows'],Command,Command Execution
603,T1563.002,True,RDP Hijacking,['lateral-movement'],['Windows'],Process,Process Creation
604,T1563.001,True,SSH Hijacking,['lateral-movement'],"['Linux', 'macOS']",Network Traffic,Network Traffic Flow
605,T1563.001,True,SSH Hijacking,['lateral-movement'],"['Linux', 'macOS']",Network Traffic,Network Traffic Content
606,T1563.001,True,SSH Hijacking,['lateral-movement'],"['Linux', 'macOS']",Logon Session,Logon Session Creation
607,T1563.001,True,SSH Hijacking,['lateral-movement'],"['Linux', 'macOS']",Command,Command Execution
608,T1563.001,True,SSH Hijacking,['lateral-movement'],"['Linux', 'macOS']",Process,Process Creation
609,T1563,False,Remote Service Session Hijacking,['lateral-movement'],"['Linux', 'macOS', 'Windows']",Network Traffic,Network Traffic Flow
610,T1563,False,Remote Service Session Hijacking,['lateral-movement'],"['Linux', 'macOS', 'Windows']",Network Traffic,Network Traffic Content
611,T1563,False,Remote Service Session Hijacking,['lateral-movement'],"['Linux', 'macOS', 'Windows']",Logon Session,Logon Session Creation
612,T1563,False,Remote Service Session Hijacking,['lateral-movement'],"['Linux', 'macOS', 'Windows']",Command,Command Execution
613,T1563,False,Remote Service Session Hijacking,['lateral-movement'],"['Linux', 'macOS', 'Windows']",Process,Process Creation
614,T1518.001,True,Security Software Discovery,['discovery'],"['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace']",Firewall,Firewall Metadata
615,T1518.001,True,Security Software Discovery,['discovery'],"['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace']",Firewall,Firewall Enumeration
616,T1518.001,True,Security Software Discovery,['discovery'],"['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace']",Process,Process Creation
617,T1518.001,True,Security Software Discovery,['discovery'],"['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace']",Command,Command Execution
618,T1518.001,True,Security Software Discovery,['discovery'],"['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace']",Process,OS API Execution
619,T1069.003,True,Cloud Groups,['discovery'],"['Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Google Workspace']",Process,Process Creation
620,T1069.003,True,Cloud Groups,['discovery'],"['Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Google Workspace']",Command,Command Execution
621,T1069.003,True,Cloud Groups,['discovery'],"['Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Google Workspace']",Group,Group Enumeration
622,T1069.003,True,Cloud Groups,['discovery'],"['Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Google Workspace']",Group,Group Metadata
623,T1069.003,True,Cloud Groups,['discovery'],"['Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Google Workspace']",Application Log,Application Log Content
624,T1069.002,True,Domain Groups,['discovery'],"['Linux', 'macOS', 'Windows']",Process,Process Creation
625,T1069.002,True,Domain Groups,['discovery'],"['Linux', 'macOS', 'Windows']",Command,Command Execution
626,T1087.004,True,Cloud Account,['discovery'],"['Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Google Workspace']",User Account,User Account Metadata
627,T1087.004,True,Cloud Account,['discovery'],"['Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Google Workspace']",Command,Command Execution
628,T1087.003,True,Email Account,['discovery'],"['Windows', 'Office 365', 'Google Workspace']",User Account,User Account Metadata
629,T1087.003,True,Email Account,['discovery'],"['Windows', 'Office 365', 'Google Workspace']",Command,Command Execution
630,T1087.002,True,Domain Account,['discovery'],"['Linux', 'macOS', 'Windows']",Process,Process Creation
631,T1087.002,True,Domain Account,['discovery'],"['Linux', 'macOS', 'Windows']",Command,Command Execution
632,T1087.001,True,Local Account,['discovery'],"['Linux', 'macOS', 'Windows']",Process,Process Creation
633,T1087.001,True,Local Account,['discovery'],"['Linux', 'macOS', 'Windows']",Command,Command Execution
634,T1087.001,True,Local Account,['discovery'],"['Linux', 'macOS', 'Windows']",File,File Access
635,T1553.004,True,Install Root Certificate,['defense-evasion'],"['Linux', 'macOS', 'Windows']",Windows Registry,Windows Registry Key Creation
636,T1553.004,True,Install Root Certificate,['defense-evasion'],"['Linux', 'macOS', 'Windows']",Windows Registry,Windows Registry Key Modification
637,T1553.004,True,Install Root Certificate,['defense-evasion'],"['Linux', 'macOS', 'Windows']",Process,Process Creation
638,T1553.004,True,Install Root Certificate,['defense-evasion'],"['Linux', 'macOS', 'Windows']",Command,Command Execution
639,T1562.004,True,Disable or Modify System Firewall,['defense-evasion'],"['Linux', 'macOS', 'Windows']",Command,Command Execution
640,T1562.004,True,Disable or Modify System Firewall,['defense-evasion'],"['Linux', 'macOS', 'Windows']",Windows Registry,Windows Registry Key Modification
641,T1562.004,True,Disable or Modify System Firewall,['defense-evasion'],"['Linux', 'macOS', 'Windows']",Firewall,Firewall Disable
642,T1562.004,True,Disable or Modify System Firewall,['defense-evasion'],"['Linux', 'macOS', 'Windows']",Firewall,Firewall Rule Modification
643,T1562.003,True,Impair Command History Logging,['defense-evasion'],"['Linux', 'macOS', 'Windows']",Sensor Health,Host Status
644,T1562.003,True,Impair Command History Logging,['defense-evasion'],"['Linux', 'macOS', 'Windows']",Command,Command Execution
645,T1562.002,True,Disable Windows Event Logging,['defense-evasion'],['Windows'],Process,Process Creation
646,T1562.002,True,Disable Windows Event Logging,['defense-evasion'],['Windows'],Script,Script Execution
647,T1562.002,True,Disable Windows Event Logging,['defense-evasion'],['Windows'],Windows Registry,Windows Registry Key Creation
648,T1562.002,True,Disable Windows Event Logging,['defense-evasion'],['Windows'],Application Log,Application Log Content
649,T1562.002,True,Disable Windows Event Logging,['defense-evasion'],['Windows'],Sensor Health,Host Status
650,T1562.002,True,Disable Windows Event Logging,['defense-evasion'],['Windows'],Command,Command Execution
651,T1562.001,True,Disable or Modify Tools,['defense-evasion'],"['Windows', 'macOS', 'Linux', 'Containers', 'IaaS']",Process,Process Termination
652,T1562.001,True,Disable or Modify Tools,['defense-evasion'],"['Windows', 'macOS', 'Linux', 'Containers', 'IaaS']",Windows Registry,Windows Registry Key Modification
653,T1562.001,True,Disable or Modify Tools,['defense-evasion'],"['Windows', 'macOS', 'Linux', 'Containers', 'IaaS']",Windows Registry,Windows Registry Key Deletion
654,T1562.001,True,Disable or Modify Tools,['defense-evasion'],"['Windows', 'macOS', 'Linux', 'Containers', 'IaaS']",Command,Command Execution
655,T1562.001,True,Disable or Modify Tools,['defense-evasion'],"['Windows', 'macOS', 'Linux', 'Containers', 'IaaS']",Service,Service Metadata
656,T1562.001,True,Disable or Modify Tools,['defense-evasion'],"['Windows', 'macOS', 'Linux', 'Containers', 'IaaS']",Sensor Health,Host Status
657,T1562,False,Impair Defenses,['defense-evasion'],"['Windows', 'Office 365', 'IaaS', 'Linux', 'macOS', 'Containers', 'Network']",Process,Process Creation
658,T1562,False,Impair Defenses,['defense-evasion'],"['Windows', 'Office 365', 'IaaS', 'Linux', 'macOS', 'Containers', 'Network']",Process,Process Termination
659,T1562,False,Impair Defenses,['defense-evasion'],"['Windows', 'Office 365', 'IaaS', 'Linux', 'macOS', 'Containers', 'Network']",Windows Registry,Windows Registry Key Modification
660,T1562,False,Impair Defenses,['defense-evasion'],"['Windows', 'Office 365', 'IaaS', 'Linux', 'macOS', 'Containers', 'Network']",Windows Registry,Windows Registry Key Deletion
661,T1562,False,Impair Defenses,['defense-evasion'],"['Windows', 'Office 365', 'IaaS', 'Linux', 'macOS', 'Containers', 'Network']",Command,Command Execution
662,T1562,False,Impair Defenses,['defense-evasion'],"['Windows', 'Office 365', 'IaaS', 'Linux', 'macOS', 'Containers', 'Network']",Service,Service Metadata
663,T1562,False,Impair Defenses,['defense-evasion'],"['Windows', 'Office 365', 'IaaS', 'Linux', 'macOS', 'Containers', 'Network']",Sensor Health,Host Status
664,T1562,False,Impair Defenses,['defense-evasion'],"['Windows', 'Office 365', 'IaaS', 'Linux', 'macOS', 'Containers', 'Network']",Script,Script Execution
665,T1562,False,Impair Defenses,['defense-evasion'],"['Windows', 'Office 365', 'IaaS', 'Linux', 'macOS', 'Containers', 'Network']",Firewall,Firewall Disable
666,T1562,False,Impair Defenses,['defense-evasion'],"['Windows', 'Office 365', 'IaaS', 'Linux', 'macOS', 'Containers', 'Network']",Firewall,Firewall Rule Modification
667,T1562,False,Impair Defenses,['defense-evasion'],"['Windows', 'Office 365', 'IaaS', 'Linux', 'macOS', 'Containers', 'Network']",Cloud Service,Cloud Service Modification
668,T1562,False,Impair Defenses,['defense-evasion'],"['Windows', 'Office 365', 'IaaS', 'Linux', 'macOS', 'Containers', 'Network']",Cloud Service,Cloud Service Disable
